,Date,Checking,Credit: Curr Stmt Bal,Credit: Prev Stmt Bal,Dad: Principal Balance,Dad: Interest,Student Loans: Principal Balance,Student Loans: Interest,Marginal Interest,Net Gain,Net Loss,Net Worth,Loan Total,CC Debt Total,Liquid Total,Memo Directives,Memo
139,20250308,15604.11,20.0,6345.72,13400.0,0.0,14308.05,11.75,2.35,0.0,22.35,-18481.41,27719.8,6365.72,15604.11,,food (Credit -$20.00)
140,20250309,15604.11,40.0,6345.72,13400.0,0.0,14308.05,14.1,2.35,0.0,22.35,-18503.76,27722.149999999998,6385.72,15604.11,,food (Credit -$20.00)
141,20250310,15604.11,60.0,6345.72,13400.0,0.0,14308.05,16.45,2.35,0.0,22.35,-18526.11,27724.5,6405.72,15604.11,,food (Credit -$20.00)
142,20250311,15604.11,160.0,6345.72,13400.0,0.0,14308.05,18.8,2.35,0.0,102.35,-18628.46,27726.85,6505.72,15604.11,,gas (Credit -$80.00); food (Credit -$20.00)
143,20250312,15604.11,180.0,6345.72,13400.0,0.0,14308.05,21.15,2.35,0.0,22.35,-18650.809999999998,27729.2,6525.72,15604.11,,food (Credit -$20.00)
144,20250313,15604.11,200.0,6345.72,13400.0,0.0,14308.05,23.5,2.35,0.0,22.35,-18673.16,27731.55,6545.72,15604.11,,food (Credit -$20.00)
145,20250314,17204.11,220.0,6345.72,13400.0,0.0,14308.05,25.85,2.35,1577.65,0.0,-17095.51,27733.899999999998,6565.72,17204.11,,EMT income (Checking +$1600.00); food (Credit -$20.00)
146,20250315,17204.11,240.0,6345.72,13400.0,0.0,14308.05,28.2,2.35,0.0,22.35,-17117.86,27736.25,6585.72,17204.11,,food (Credit -$20.00)
147,20250316,17204.11,260.0,6345.72,13400.0,0.0,14308.05,30.55,2.35,0.0,22.35,-17140.21,27738.6,6605.72,17204.11,,food (Credit -$20.00)
148,20250317,17204.11,280.0,6345.72,13400.0,0.0,14308.05,32.9,2.35,0.0,22.35,-17162.559999999998,27740.95,6625.72,17204.11,,food (Credit -$20.00)
149,20250318,17204.11,550.0,6345.72,13400.0,0.0,14308.05,35.25,2.35,0.0,272.35,-17434.91,27743.3,6895.72,17204.11,,phone (Credit -$250.00); food (Credit -$20.00)
150,20250319,17204.11,570.0,6345.72,13400.0,0.0,14308.05,37.6,2.35,0.0,22.35,-17457.26,27745.649999999998,6915.72,17204.11,,food (Credit -$20.00)
151,20250320,17204.11,685.0,6345.72,13400.0,0.0,14308.05,39.95,2.35,0.0,117.35,-17574.61,27748.0,7030.72,17204.11,,car insurance (Credit -$95.00); food (Credit -$20.00)
152,20250321,17204.11,705.0,6345.72,13400.0,0.0,14308.05,42.3,2.35,0.0,22.35,-17596.96,27750.35,7050.72,17204.11,,food (Credit -$20.00)
153,20250322,17204.11,725.0,6345.72,13400.0,0.0,14308.05,44.65,2.35,0.0,22.35,-17619.309999999998,27752.7,7070.72,17204.11,,food (Credit -$20.00)
154,20250323,17204.11,745.0,6345.72,13400.0,0.0,14308.05,47.0,2.35,0.0,22.35,-17641.66,27755.05,7090.72,17204.11,,food (Credit -$20.00)
155,20250324,17204.11,765.0,6345.72,13400.0,0.0,14308.05,49.35,2.35,0.0,22.35,-17664.01,27757.399999999998,7110.72,17204.11,,food (Credit -$20.00)
156,20250325,17204.11,865.0,6345.72,13400.0,0.0,14308.05,51.7,2.35,0.0,102.35,-17766.36,27759.75,7210.72,17204.11,,gas (Credit -$80.00); food (Credit -$20.00)
157,20250326,17204.11,885.0,6345.72,13400.0,0.0,14308.05,54.05,2.35,0.0,22.35,-17788.71,27762.1,7230.72,17204.11,,food (Credit -$20.00)
158,20250327,17204.11,905.0,6345.72,13400.0,0.0,14308.05,56.4,2.35,0.0,22.35,-17811.059999999998,27764.45,7250.72,17204.11,,food (Credit -$20.00)
159,20250328,18804.11,925.0,6345.72,13400.0,0.0,14308.05,58.75,2.35,1577.65,0.0,-16233.41,27766.8,7270.72,18804.11,,EMT income (Checking +$1600.00); food (Credit -$20.00)
160,20250329,18804.11,945.0,6345.72,13400.0,0.0,14308.05,61.1,2.35,0.0,22.35,-16255.759999999998,27769.149999999998,7290.72,18804.11,,food (Credit -$20.00)
161,20250330,18804.11,965.0,6345.72,13400.0,0.0,14308.05,63.45,2.35,0.0,22.35,-16278.11,27771.5,7310.72,18804.11,,food (Credit -$20.00)
162,20250331,18804.11,985.0,6345.72,13400.0,0.0,14308.05,65.8,2.35,0.0,22.35,-16300.46,27773.85,7330.72,18804.11,,food (Credit -$20.00)
163,20250401,18304.11,1105.0,6345.72,12900.0,0.0,14308.05,68.15,2.35,0.0,122.35,-16422.809999999998,27276.2,7450.72,18304.11, LOAN MIN PAYMENT (Dad: Principal Balance -$500.00);  LOAN MIN PAYMENT (Checking -$500.00); ,storage unit rent (Credit -$100.00); food (Credit -$20.00)
164,20250402,18304.11,1215.0,6345.72,12900.0,0.0,14308.05,70.5,2.35,0.0,112.35,-16535.16,27278.55,7560.72,18304.11,,parking (Credit -$50.00); food (Credit -$20.00); hulu (Credit -$20.00); ai daddy (Credit -$20.00)
165,20250403,18080.92,1235.0,6345.72,12900.0,0.0,14157.71,0.0,2.35,0.0,22.35,-16557.510000000002,27057.71,7580.72,18080.92, LOAN MIN PAYMENT (Student Loans: Interest -$72.85);  LOAN MIN PAYMENT (Student Loans: Principal Balance -$150.34);  LOAN MIN PAYMENT (Checking -$223.19); ,food (Credit -$20.00)
166,20250404,18080.92,1255.0,6345.72,12900.0,0.0,14157.71,2.33,2.33,0.0,22.33,-16579.84,27060.04,7600.72,18080.92,,food (Credit -$20.00)
167,20250405,18080.92,1275.0,6345.72,12900.0,0.0,14157.71,4.66,2.33,0.0,22.33,-16602.170000000002,27062.37,7620.72,18080.92,,food (Credit -$20.00)
168,20250406,18080.92,1295.0,6345.72,12900.0,0.0,14157.71,6.99,2.33,0.0,22.33,-16624.5,27064.7,7640.72,18080.92,,food (Credit -$20.00)
169,20250407,17864.16,0,7597.26,12900.0,0.0,14157.71,9.32,155.63000000000002,0.0,175.63000000000002,-16800.129999999997,27067.03,7597.26,17864.16,CC INTEREST (Credit: Prev Stmt Bal +$153.30); CC MIN PAYMENT (Credit: Prev Stmt Bal -$216.76); CC MIN PAYMENT (Checking -$216.76),food (Credit -$20.00)
170,20250408,17864.16,100.0,7597.26,12900.0,0.0,14157.71,11.65,2.33,0.0,102.33,-16902.46,27069.36,7697.26,17864.16,,gas (Credit -$80.00); food (Credit -$20.00)
171,20250409,17864.16,120.0,7597.26,12900.0,0.0,14157.71,13.98,2.33,0.0,22.33,-16924.79,27071.69,7717.26,17864.16,,food (Credit -$20.00)
172,20250410,17864.16,140.0,7597.26,12900.0,0.0,14157.71,16.31,2.33,0.0,22.33,-16947.12,27074.02,7737.26,17864.16,,food (Credit -$20.00)
173,20250411,19464.16,160.0,7597.26,12900.0,0.0,14157.71,18.64,2.33,1577.67,0.0,-15369.45,27076.35,7757.26,19464.16,,EMT income (Checking +$1600.00); food (Credit -$20.00)
174,20250412,19464.16,180.0,7597.26,12900.0,0.0,14157.71,20.97,2.33,0.0,22.33,-15391.779999999999,27078.68,7777.26,19464.16,,food (Credit -$20.00)
175,20250413,19464.16,200.0,7597.26,12900.0,0.0,14157.71,23.3,2.33,0.0,22.33,-15414.11,27081.01,7797.26,19464.16,,food (Credit -$20.00)
176,20250414,19464.16,220.0,7597.26,12900.0,0.0,14157.71,25.63,2.33,0.0,22.33,-15436.439999999999,27083.34,7817.26,19464.16,,food (Credit -$20.00)
177,20250415,19464.16,240.0,7597.26,12900.0,0.0,14157.71,27.96,2.33,0.0,22.33,-15458.77,27085.67,7837.26,19464.16,,food (Credit -$20.00)
178,20250416,19464.16,260.0,7597.26,12900.0,0.0,14157.71,30.29,2.33,0.0,22.33,-15481.099999999999,27088.0,7857.26,19464.16,,food (Credit -$20.00)
179,20250417,19464.16,280.0,7597.26,12900.0,0.0,14157.71,32.62,2.33,0.0,22.33,-15503.43,27090.329999999998,7877.26,19464.16,,food (Credit -$20.00)
180,20250418,19464.16,550.0,7597.26,12900.0,0.0,14157.71,34.95,2.33,0.0,272.33000000000004,-15775.759999999998,27092.66,8147.26,19464.16,,phone (Credit -$250.00); food (Credit -$20.00)
181,20250419,19464.16,570.0,7597.26,12900.0,0.0,14157.71,37.28,2.33,0.0,22.33,-15798.089999999998,27094.989999999998,8167.26,19464.16,,food (Credit -$20.00)
182,20250420,19464.16,685.0,7597.26,12900.0,0.0,14157.71,39.61,2.33,0.0,117.33,-15915.42,27097.32,8282.26,19464.16,,car insurance (Credit -$95.00); food (Credit -$20.00)
183,20250421,19464.16,705.0,7597.26,12900.0,0.0,14157.71,41.94,2.33,0.0,22.33,-15937.749999999998,27099.649999999998,8302.26,19464.16,,food (Credit -$20.00)
184,20250422,19464.16,805.0,7597.26,12900.0,0.0,14157.71,44.27,2.33,0.0,102.33,-16040.08,27101.98,8402.26,19464.16,,gas (Credit -$80.00); food (Credit -$20.00)
185,20250423,19464.16,825.0,7597.26,12900.0,0.0,14157.71,46.6,2.33,0.0,22.33,-16062.41,27104.309999999998,8422.26,19464.16,,food (Credit -$20.00)
186,20250424,19464.16,845.0,7597.26,12900.0,0.0,14157.71,48.93,2.33,0.0,22.33,-16084.74,27106.64,8442.26,19464.16,,food (Credit -$20.00)
187,20250425,21064.16,865.0,7597.26,12900.0,0.0,14157.71,51.26,2.33,1577.67,0.0,-14507.07,27108.969999999998,8462.26,21064.16,,EMT income (Checking +$1600.00); food (Credit -$20.00)
188,20250426,21064.16,885.0,7597.26,12900.0,0.0,14157.71,53.59,2.33,0.0,22.33,-14529.4,27111.3,8482.26,21064.16,,food (Credit -$20.00)
189,20250427,21064.16,905.0,7597.26,12900.0,0.0,14157.71,55.92,2.33,0.0,22.33,-14551.73,27113.629999999997,8502.26,21064.16,,food (Credit -$20.00)
190,20250428,21064.16,925.0,7597.26,12900.0,0.0,14157.71,58.25,2.33,0.0,22.33,-14574.06,27115.96,8522.26,21064.16,,food (Credit -$20.00)
191,20250429,21064.16,945.0,7597.26,12900.0,0.0,14157.71,60.58,2.33,0.0,22.33,-14596.39,27118.29,8542.26,21064.16,,food (Credit -$20.00)
192,20250430,21064.16,965.0,7597.26,12900.0,0.0,14157.71,62.91,2.33,0.0,22.33,-14618.72,27120.62,8562.26,21064.16,,food (Credit -$20.00)
193,20250501,20564.16,1085.0,7597.26,12400.0,0.0,14157.71,65.24,2.33,0.0,122.33,-14741.05,26622.95,8682.26,20564.16, LOAN MIN PAYMENT (Dad: Principal Balance -$500.00);  LOAN MIN PAYMENT (Checking -$500.00); ,storage unit rent (Credit -$100.00); food (Credit -$20.00)
194,20250502,20564.16,1195.0,7597.26,12400.0,0.0,14157.71,67.57,2.33,0.0,112.33,-14853.38,26625.28,8792.26,20564.16,,parking (Credit -$50.00); food (Credit -$20.00); ai daddy (Credit -$20.00); hulu (Credit -$20.00)
195,20250503,20340.97,1215.0,7597.26,12400.0,0.0,14004.42,0.0,2.33,0.0,22.33,-14875.71,26404.42,8812.26,20340.97, LOAN MIN PAYMENT (Student Loans: Interest -$69.90);  LOAN MIN PAYMENT (Student Loans: Principal Balance -$153.29);  LOAN MIN PAYMENT (Checking -$223.19); ,food (Credit -$20.00)
196,20250504,20340.97,1235.0,7597.26,12400.0,0.0,14004.42,2.3,2.3,0.0,22.3,-14898.009999999998,26406.719999999998,8832.26,20340.97,,food (Credit -$20.00)
197,20250505,13340.970000000001,1255.0,597.2600000000002,12400.0,0.0,14004.42,4.6,2.3,0.0,22.3,-14920.31,26409.019999999997,1852.2600000000002,13340.970000000001,ADDTL CC PAYMENT (Checking -$7000.00); ADDTL CC PAYMENT (Credit: Prev Stmt Bal -$7000.00),food (Credit -$20.00)
198,20250506,13340.97,1355.0,597.26,12400.0,0.0,14004.42,6.9,2.3,0.0,102.3,-15022.61,26411.32,1952.26,13340.97,,gas (Credit -$80.00); food (Credit -$20.00)
199,20250507,13340.97,0,2155.8,12400.0,0.0,14004.42,9.2,185.84,0.0,205.84,-15228.45,26413.62,2155.8,13340.97,CC INTEREST (Credit: Prev Stmt Bal +$183.54); CC MIN PAYMENT ALREADY MADE (Checking -$0.00); CC MIN PAYMENT ALREADY MADE (Credit: Prev Stmt Bal -$0.00),food (Credit -$20.00)
200,20250508,13340.97,20.0,2155.8,12400.0,0.0,14004.42,11.5,2.3,0.0,22.3,-15250.75,26415.92,2175.8,13340.97,,food (Credit -$20.00)
201,20250509,14940.97,40.0,2155.8,12400.0,0.0,14004.42,13.8,2.3,1577.7,0.0,-13673.05,26418.219999999998,2195.8,14940.97,,EMT income (Checking +$1600.00); food (Credit -$20.00)
202,20250510,14940.97,60.0,2155.8,12400.0,0.0,14004.42,16.1,2.3,0.0,22.3,-13695.350000000002,26420.519999999997,2215.8,14940.97,,food (Credit -$20.00)
203,20250511,14940.97,80.0,2155.8,12400.0,0.0,14004.42,18.4,2.3,0.0,22.3,-13717.650000000001,26422.82,2235.8,14940.97,,food (Credit -$20.00)
204,20250512,14940.97,100.0,2155.8,12400.0,0.0,14004.42,20.7,2.3,0.0,22.3,-13739.95,26425.12,2255.8,14940.97,,food (Credit -$20.00)
205,20250513,14940.97,120.0,2155.8,12400.0,0.0,14004.42,23.0,2.3,0.0,22.3,-13762.25,26427.42,2275.8,14940.97,,food (Credit -$20.00)
206,20250514,14940.97,140.0,2155.8,12400.0,0.0,14004.42,25.3,2.3,0.0,22.3,-13784.55,26429.719999999998,2295.8,14940.97,,food (Credit -$20.00)
207,20250515,14940.97,160.0,2155.8,12400.0,0.0,14004.42,27.6,2.3,0.0,22.3,-13806.850000000002,26432.019999999997,2315.8,14940.97,,food (Credit -$20.00)
208,20250516,14940.97,180.0,2155.8,12400.0,0.0,14004.42,29.9,2.3,0.0,22.3,-13829.150000000001,26434.32,2335.8,14940.97,,food (Credit -$20.00)
209,20250517,14940.97,200.0,2155.8,12400.0,0.0,14004.42,32.2,2.3,0.0,22.3,-13851.45,26436.62,2355.8,14940.97,,food (Credit -$20.00)
210,20250518,14940.97,470.0,2155.8,12400.0,0.0,14004.42,34.5,2.3,0.0,272.3,-14123.75,26438.92,2625.8,14940.97,,phone (Credit -$250.00); food (Credit -$20.00)
211,20250519,14940.97,490.0,2155.8,12400.0,0.0,14004.42,36.8,2.3,0.0,22.3,-14146.05,26441.219999999998,2645.8,14940.97,,food (Credit -$20.00)
212,20250520,14940.97,685.0,2155.8,12400.0,0.0,14004.42,39.1,2.3,0.0,197.3,-14343.350000000002,26443.519999999997,2840.8,14940.97,,car insurance (Credit -$95.00); gas (Credit -$80.00); food (Credit -$20.00)
213,20250521,14940.97,705.0,2155.8,12400.0,0.0,14004.42,41.4,2.3,0.0,22.3,-14365.650000000001,26445.82,2860.8,14940.97,,food (Credit -$20.00)
214,20250522,14940.97,725.0,2155.8,12400.0,0.0,14004.42,43.7,2.3,0.0,22.3,-14387.95,26448.12,2880.8,14940.97,,food (Credit -$20.00)
215,20250523,16540.97,745.0,2155.8,12400.0,0.0,14004.42,46.0,2.3,1577.7,0.0,-12810.25,26450.42,2900.8,16540.97,,EMT income (Checking +$1600.00); food (Credit -$20.00)
216,20250524,16540.97,765.0,2155.8,12400.0,0.0,14004.42,48.3,2.3,0.0,22.3,-12832.55,26452.719999999998,2920.8,16540.97,,food (Credit -$20.00)
217,20250525,16540.97,785.0,2155.8,12400.0,0.0,14004.42,50.6,2.3,0.0,22.3,-12854.849999999999,26455.019999999997,2940.8,16540.97,,food (Credit -$20.00)
218,20250526,16540.97,805.0,2155.8,12400.0,0.0,14004.42,52.9,2.3,0.0,22.3,-12877.149999999998,26457.32,2960.8,16540.97,,food (Credit -$20.00)
219,20250527,16540.97,825.0,2155.8,12400.0,0.0,14004.42,55.2,2.3,0.0,22.3,-12899.45,26459.62,2980.8,16540.97,,food (Credit -$20.00)
220,20250528,16540.97,845.0,2155.8,12400.0,0.0,14004.42,57.5,2.3,0.0,22.3,-12921.75,26461.92,3000.8,16540.97,,food (Credit -$20.00)
221,20250529,16540.97,865.0,2155.8,12400.0,0.0,14004.42,59.8,2.3,0.0,22.3,-12944.05,26464.219999999998,3020.8,16540.97,,food (Credit -$20.00)
222,20250530,16540.97,885.0,2155.8,12400.0,0.0,14004.42,62.1,2.3,0.0,22.3,-12966.349999999999,26466.519999999997,3040.8,16540.97,,food (Credit -$20.00)
223,20250531,16540.97,905.0,2155.8,12400.0,0.0,14004.42,64.4,2.3,0.0,22.3,-12988.649999999998,26468.82,3060.8,16540.97,,food (Credit -$20.00)
224,20250601,16040.97,1025.0,2155.8,11900.0,0.0,14004.42,66.7,2.3,0.0,122.3,-13110.95,25971.12,3180.8,16040.97, LOAN MIN PAYMENT (Dad: Principal Balance -$500.00);  LOAN MIN PAYMENT (Checking -$500.00); ,storage unit rent (Credit -$100.00); food (Credit -$20.00)
225,20250602,16040.97,1135.0,2155.8,11900.0,0.0,14004.42,69.0,2.3,0.0,112.3,-13223.25,25973.42,3290.8,16040.97,,parking (Credit -$50.00); hulu (Credit -$20.00); ai daddy (Credit -$20.00); food (Credit -$20.00)
226,20250603,15417.78,1235.0,2155.8,11900.0,0.0,13852.53,0.0,2.3,0.0,502.3,-13725.55,25752.53,3390.8,15417.78, LOAN MIN PAYMENT (Student Loans: Interest -$71.30);  LOAN MIN PAYMENT (Student Loans: Principal Balance -$151.89);  LOAN MIN PAYMENT (Checking -$223.19); ,sjcc summer 2025 tuition (Checking -$400.00); gas (Credit -$80.00); food (Credit -$20.00)
227,20250604,15417.78,1255.0,2155.8,11900.0,0.0,13852.53,2.28,2.28,0.0,22.28,-13747.830000000002,25754.809999999998,3410.8,15417.78,,food (Credit -$20.00)
228,20250605,15417.78,1275.0,2155.8,11900.0,0.0,13852.53,4.56,2.28,0.0,22.28,-13770.11,25757.09,3430.8,15417.78,,food (Credit -$20.00)
229,20250606,17017.78,1295.0,2155.8,11900.0,0.0,13852.53,6.84,2.28,1577.72,0.0,-12192.390000000003,25759.37,3450.8,17017.78,,EMT income (Checking +$1600.00); food (Credit -$20.00)
230,20250607,16944.14,0,3449.24,11900.0,0.0,13852.53,9.12,54.36,0.0,74.36,-12266.750000000002,25761.649999999998,3449.24,16944.14,CC INTEREST (Credit: Prev Stmt Bal +$52.08); CC MIN PAYMENT (Credit: Prev Stmt Bal -$73.64); CC MIN PAYMENT (Checking -$73.64),food (Credit -$20.00)
231,20250608,16944.14,20.0,3449.24,11900.0,0.0,13852.53,11.4,2.28,0.0,22.28,-12289.03,25763.93,3469.24,16944.14,,food (Credit -$20.00)
232,20250609,16944.14,40.0,3449.24,11900.0,0.0,13852.53,13.68,2.28,0.0,22.28,-12311.310000000001,25766.21,3489.24,16944.14,,food (Credit -$20.00)
233,20250610,16944.14,60.0,3449.24,11900.0,0.0,13852.53,15.96,2.28,0.0,22.28,-12333.59,25768.489999999998,3509.24,16944.14,,food (Credit -$20.00)
234,20250611,16944.14,80.0,3449.24,11900.0,0.0,13852.53,18.24,2.28,0.0,22.28,-12355.87,25770.77,3529.24,16944.14,,food (Credit -$20.00)
235,20250612,16944.14,100.0,3449.24,11900.0,0.0,13852.53,20.52,2.28,0.0,22.28,-12378.150000000001,25773.05,3549.24,16944.14,,food (Credit -$20.00)
236,20250613,16944.14,120.0,3449.24,11900.0,0.0,13852.53,22.8,2.28,0.0,22.28,-12400.43,25775.329999999998,3569.24,16944.14,,food (Credit -$20.00)
237,20250614,16944.14,140.0,3449.24,11900.0,0.0,13852.53,25.08,2.28,0.0,22.28,-12422.710000000001,25777.61,3589.24,16944.14,,food (Credit -$20.00)
238,20250615,16944.14,160.0,3449.24,11900.0,0.0,13852.53,27.36,2.28,0.0,22.28,-12444.990000000002,25779.89,3609.24,16944.14,,food (Credit -$20.00)
239,20250616,16944.14,180.0,3449.24,11900.0,0.0,13852.53,29.64,2.28,0.0,22.28,-12467.27,25782.17,3629.24,16944.14,,food (Credit -$20.00)
240,20250617,16944.14,280.0,3449.24,11900.0,0.0,13852.53,31.92,2.28,0.0,102.28,-12569.550000000001,25784.449999999997,3729.24,16944.14,,gas (Credit -$80.00); food (Credit -$20.00)
241,20250618,16944.14,550.0,3449.24,11900.0,0.0,13852.53,34.2,2.28,0.0,272.28,-12841.830000000002,25786.73,3999.24,16944.14,,phone (Credit -$250.00); food (Credit -$20.00)
242,20250619,16944.14,570.0,3449.24,11900.0,0.0,13852.53,36.48,2.28,0.0,22.28,-12864.11,25789.01,4019.24,16944.14,,food (Credit -$20.00)
243,20250620,18544.14,685.0,3449.24,11900.0,0.0,13852.53,38.76,2.28,1482.72,0.0,-11381.390000000001,25791.289999999997,4134.24,18544.14,,EMT income (Checking +$1600.00); car insurance (Credit -$95.00); food (Credit -$20.00)
244,20250621,18544.14,705.0,3449.24,11900.0,0.0,13852.53,41.04,2.28,0.0,22.28,-11403.670000000002,25793.57,4154.24,18544.14,,food (Credit -$20.00)
245,20250622,18544.14,725.0,3449.24,11900.0,0.0,13852.53,43.32,2.28,0.0,22.28,-11425.95,25795.85,4174.24,18544.14,,food (Credit -$20.00)
246,20250623,18544.14,745.0,3449.24,11900.0,0.0,13852.53,45.6,2.28,0.0,22.28,-11448.230000000001,25798.129999999997,4194.24,18544.14,,food (Credit -$20.00)
247,20250624,18544.14,765.0,3449.24,11900.0,0.0,13852.53,47.88,2.28,0.0,22.28,-11470.510000000002,25800.41,4214.24,18544.14,,food (Credit -$20.00)
248,20250625,18544.14,785.0,3449.24,11900.0,0.0,13852.53,50.16,2.28,0.0,22.28,-11492.79,25802.69,4234.24,18544.14,,food (Credit -$20.00)
249,20250626,18544.14,805.0,3449.24,11900.0,0.0,13852.53,52.44,2.28,0.0,22.28,-11515.07,25804.969999999998,4254.24,18544.14,,food (Credit -$20.00)
250,20250627,18544.14,825.0,3449.24,11900.0,0.0,13852.53,54.72,2.28,0.0,22.28,-11537.350000000002,25807.25,4274.24,18544.14,,food (Credit -$20.00)
251,20250628,18544.14,845.0,3449.24,11900.0,0.0,13852.53,57.0,2.28,0.0,22.28,-11559.630000000001,25809.53,4294.24,18544.14,,food (Credit -$20.00)
252,20250629,18544.14,865.0,3449.24,11900.0,0.0,13852.53,59.28,2.28,0.0,22.28,-11581.91,25811.809999999998,4314.24,18544.14,,food (Credit -$20.00)
253,20250630,18544.14,885.0,3449.24,11900.0,0.0,13852.53,61.56,2.28,0.0,22.28,-11604.190000000002,25814.09,4334.24,18544.14,,food (Credit -$20.00)
254,20250701,18044.14,1085.0,3449.24,11400.0,0.0,13852.53,63.84,2.28,0.0,202.28,-11806.470000000001,25316.37,4534.24,18044.14, LOAN MIN PAYMENT (Dad: Principal Balance -$500.00);  LOAN MIN PAYMENT (Checking -$500.00); ,storage unit rent (Credit -$100.00); gas (Credit -$80.00); food (Credit -$20.00)
255,20250702,18044.14,1195.0,3449.24,11400.0,0.0,13852.53,66.12,2.28,0.0,112.28,-11918.750000000002,25318.649999999998,4644.24,18044.14,,parking (Credit -$50.00); hulu (Credit -$20.00); ai daddy (Credit -$20.00); food (Credit -$20.00)
256,20250703,17820.95,1215.0,3449.24,11400.0,0.0,13697.74,0.0,2.28,0.0,22.28,-11941.029999999999,25097.739999999998,4664.24,17820.95, LOAN MIN PAYMENT (Student Loans: Interest -$68.40);  LOAN MIN PAYMENT (Student Loans: Principal Balance -$154.79);  LOAN MIN PAYMENT (Checking -$223.19); ,food (Credit -$20.00)
257,20250704,19420.95,1235.0,3449.24,11400.0,0.0,13697.74,2.25,2.25,1577.75,0.0,-10363.279999999999,25099.989999999998,4684.24,19420.95,,EMT income (Checking +$1600.00); food (Credit -$20.00)
258,20250705,19420.95,1255.0,3449.24,11400.0,0.0,13697.74,4.5,2.25,0.0,22.25,-10385.529999999999,25102.239999999998,4704.24,19420.95,,food (Credit -$20.00)
259,20250706,19420.95,1275.0,3449.24,11400.0,0.0,13697.74,6.75,2.25,0.0,22.25,-10407.779999999999,25104.489999999998,4724.24,19420.95,,food (Credit -$20.00)
260,20250707,19303.13,0,4709.75,11400.0,0.0,13697.74,9.0,85.58,0.0,105.58,-10513.359999999999,25106.739999999998,4709.75,19303.13,CC INTEREST (Credit: Prev Stmt Bal +$83.33); CC MIN PAYMENT (Credit: Prev Stmt Bal -$117.82); CC MIN PAYMENT (Checking -$117.82),food (Credit -$20.00)
261,20250708,19303.13,20.0,4709.75,11400.0,0.0,13697.74,11.25,2.25,0.0,22.25,-10535.609999999999,25108.989999999998,4729.75,19303.13,,food (Credit -$20.00)
262,20250709,19303.13,40.0,4709.75,11400.0,0.0,13697.74,13.5,2.25,0.0,22.25,-10557.859999999999,25111.239999999998,4749.75,19303.13,,food (Credit -$20.00)
263,20250710,19303.13,60.0,4709.75,11400.0,0.0,13697.74,15.75,2.25,0.0,22.25,-10580.109999999999,25113.489999999998,4769.75,19303.13,,food (Credit -$20.00)
264,20250711,19303.13,80.0,4709.75,11400.0,0.0,13697.74,18.0,2.25,0.0,22.25,-10602.359999999999,25115.739999999998,4789.75,19303.13,,food (Credit -$20.00)
265,20250712,19303.13,100.0,4709.75,11400.0,0.0,13697.74,20.25,2.25,0.0,22.25,-10624.609999999999,25117.989999999998,4809.75,19303.13,,food (Credit -$20.00)
266,20250713,19303.13,120.0,4709.75,11400.0,0.0,13697.74,22.5,2.25,0.0,22.25,-10646.859999999999,25120.239999999998,4829.75,19303.13,,food (Credit -$20.00)
267,20250714,19303.13,140.0,4709.75,11400.0,0.0,13697.74,24.75,2.25,0.0,22.25,-10669.109999999999,25122.489999999998,4849.75,19303.13,,food (Credit -$20.00)
268,20250715,19303.13,240.0,4709.75,11400.0,0.0,13697.74,27.0,2.25,0.0,102.25,-10771.359999999999,25124.739999999998,4949.75,19303.13,,gas (Credit -$80.00); food (Credit -$20.00)
269,20250716,19303.13,260.0,4709.75,11400.0,0.0,13697.74,29.25,2.25,0.0,22.25,-10793.609999999999,25126.989999999998,4969.75,19303.13,,food (Credit -$20.00)
270,20250717,19303.13,280.0,4709.75,11400.0,0.0,13697.74,31.5,2.25,0.0,22.25,-10815.859999999999,25129.239999999998,4989.75,19303.13,,food (Credit -$20.00)
271,20250718,20903.13,550.0,4709.75,11400.0,0.0,13697.74,33.75,2.25,1327.75,0.0,-9488.109999999999,25131.489999999998,5259.75,20903.13,,EMT income (Checking +$1600.00); phone (Credit -$250.00); food (Credit -$20.00)
272,20250719,20903.13,570.0,4709.75,11400.0,0.0,13697.74,36.0,2.25,0.0,22.25,-9510.359999999999,25133.739999999998,5279.75,20903.13,,food (Credit -$20.00)
273,20250720,20903.13,685.0,4709.75,11400.0,0.0,13697.74,38.25,2.25,0.0,117.25,-9627.609999999999,25135.989999999998,5394.75,20903.13,,car insurance (Credit -$95.00); food (Credit -$20.00)
274,20250721,20903.13,705.0,4709.75,11400.0,0.0,13697.74,40.5,2.25,0.0,22.25,-9649.859999999999,25138.239999999998,5414.75,20903.13,,food (Credit -$20.00)
275,20250722,20903.13,725.0,4709.75,11400.0,0.0,13697.74,42.75,2.25,0.0,22.25,-9672.109999999999,25140.489999999998,5434.75,20903.13,,food (Credit -$20.00)
276,20250723,20903.13,745.0,4709.75,11400.0,0.0,13697.74,45.0,2.25,0.0,22.25,-9694.359999999999,25142.739999999998,5454.75,20903.13,,food (Credit -$20.00)
277,20250724,20903.13,765.0,4709.75,11400.0,0.0,13697.74,47.25,2.25,0.0,22.25,-9716.609999999999,25144.989999999998,5474.75,20903.13,,food (Credit -$20.00)
278,20250725,20903.13,785.0,4709.75,11400.0,0.0,13697.74,49.5,2.25,0.0,22.25,-9738.859999999999,25147.239999999998,5494.75,20903.13,,food (Credit -$20.00)
