,Date,Checking,Credit: Curr Stmt Bal,Credit: Prev Stmt Bal,Credit: Credit Billing Cycle Payment Bal,Credit: Credit End of Prev Cycle Bal,Dad: Principal Balance,Dad: Interest,Dad: Loan Billing Cycle Payment Bal,Dad: Loan End of Prev Cycle Bal,Student Loans: Principal Balance,Student Loans: Interest,Student Loans: Loan Billing Cycle Payment Bal,Student Loans: Loan End of Prev Cycle Bal,Marginal Interest,Net Gain,Net Loss,Net Worth,Loan Total,CC Debt Total,Liquid Total,Next Income Date,Memo Directives,Memo
101,20250207,-0.0,0,7933.98,0,10082.8,13900.0,0.0,0.0,13900.0,14442.46,9.48,0.0,14442.46,245.95000000000002,0.0,265.95000000000005,-36285.92,28351.94,7933.98,-0.0,20250214,CC INTEREST (Credit: Prev Stmt Bal +$243.58); CC MIN PAYMENT ALREADY MADE (Checking -$0.00); CC MIN PAYMENT ALREADY MADE (Credit: Prev Stmt Bal -$0.00),food (Credit -$20.00)
102,20250208,-0.0,20.0,7933.98,0.0,7933.98,13900.0,0.0,0.0,13900.0,14442.46,11.85,0.0,14442.46,2.37,0.0,22.37,-36308.28999999999,28354.309999999998,7953.98,-0.0,20250214,,food (Credit -$20.00)
103,20250209,-0.0,40.0,7933.98,0.0,7933.98,13900.0,0.0,0.0,13900.0,14442.46,14.22,0.0,14442.46,2.37,0.0,22.37,-36330.66,28356.68,7973.98,-0.0,20250214,,food (Credit -$20.00)
104,20250210,-0.0,60.0,7933.98,0.0,7933.98,13900.0,0.0,0.0,13900.0,14442.46,16.59,0.0,14442.46,2.37,0.0,22.37,-36353.03,28359.05,7993.98,-0.0,20250214,,food (Credit -$20.00)
105,20250211,-0.0,160.0,7933.98,0.0,7933.98,13900.0,0.0,0.0,13900.0,14442.46,18.96,0.0,14442.46,2.37,0.0,102.37,-36455.399999999994,28361.42,8093.98,-0.0,20250214,,gas (Credit -$80.00); food (Credit -$20.00)
106,20250212,-0.0,180.0,7933.98,0.0,7933.98,13900.0,0.0,0.0,13900.0,14442.46,21.33,0.0,14442.46,2.37,0.0,22.37,-36477.770000000004,28363.79,8113.98,-0.0,20250214,,food (Credit -$20.00)
107,20250213,-0.0,200.0,7933.98,0.0,7933.98,13900.0,0.0,0.0,13900.0,14442.46,23.7,0.0,14442.46,2.37,0.0,22.37,-36500.14,28366.16,8133.98,-0.0,20250214,,food (Credit -$20.00)
108,20250214,1600.0,220.0,7933.98,0.0,7933.98,13900.0,0.0,0.0,13900.0,14442.46,26.07,0.0,14442.46,2.37,1577.63,0.0,-34922.509999999995,28368.53,8153.98,1600.0,20250228,INCOME (Checking +$1600.00),EMT income (Checking +$1600.00); food (Credit -$20.00)
109,20250215,1600.0,240.0,7933.98,0.0,7933.98,13900.0,0.0,0.0,13900.0,14442.46,28.44,0.0,14442.46,2.37,0.0,22.37,-34944.88,28370.899999999998,8173.98,1600.0,20250228,,food (Credit -$20.00)
110,20250216,1600.0,260.0,7933.98,0.0,7933.98,13900.0,0.0,0.0,13900.0,14442.46,30.81,0.0,14442.46,2.37,0.0,22.37,-34967.25,28373.27,8193.98,1600.0,20250228,,food (Credit -$20.00)
111,20250217,1600.0,280.0,7933.98,0.0,7933.98,13900.0,0.0,0.0,13900.0,14442.46,33.18,0.0,14442.46,2.37,0.0,22.37,-34989.619999999995,28375.64,8213.98,1600.0,20250228,,food (Credit -$20.00)
112,20250218,1600.0,550.0,7933.98,0.0,7933.98,13900.0,0.0,0.0,13900.0,14442.46,35.55,0.0,14442.46,2.37,0.0,272.37,-35261.99,28378.01,8483.98,1600.0,20250228,,phone (Credit -$250.00); food (Credit -$20.00)
113,20250219,1600.0,570.0,7933.98,0.0,7933.98,13900.0,0.0,0.0,13900.0,14442.46,37.92,0.0,14442.46,2.37,0.0,22.37,-35284.36,28380.379999999997,8503.98,1600.0,20250228,,food (Credit -$20.00)
114,20250220,1600.0,685.0,7933.98,0.0,7933.98,13900.0,0.0,0.0,13900.0,14442.46,40.29,0.0,14442.46,2.37,0.0,117.37,-35401.729999999996,28382.75,8618.98,1600.0,20250228,,car insurance (Credit -$95.00); food (Credit -$20.00)
115,20250221,1600.0,705.0,7933.98,0.0,7933.98,13900.0,0.0,0.0,13900.0,14442.46,42.66,0.0,14442.46,2.37,0.0,22.37,-35424.1,28385.12,8638.98,1600.0,20250228,,food (Credit -$20.00)
116,20250222,1600.0,725.0,7933.98,0.0,7933.98,13900.0,0.0,0.0,13900.0,14442.46,45.03,0.0,14442.46,2.37,0.0,22.37,-35446.47,28387.489999999998,8658.98,1600.0,20250228,,food (Credit -$20.00)
117,20250223,1600.0,745.0,7933.98,0.0,7933.98,13900.0,0.0,0.0,13900.0,14442.46,47.4,0.0,14442.46,2.37,0.0,22.37,-35468.84,28389.86,8678.98,1600.0,20250228,,food (Credit -$20.00)
118,20250224,1600.0,765.0,7933.98,0.0,7933.98,13900.0,0.0,0.0,13900.0,14442.46,49.77,0.0,14442.46,2.37,0.0,22.37,-35491.21,28392.23,8698.98,1600.0,20250228,,food (Credit -$20.00)
119,20250225,1600.0,865.0,7933.98,0.0,7933.98,13900.0,0.0,0.0,13900.0,14442.46,52.14,0.0,14442.46,2.37,0.0,102.37,-35593.58,28394.6,8798.98,1600.0,20250228,,gas (Credit -$80.00); food (Credit -$20.00)
120,20250226,1600.0,885.0,7933.98,0.0,7933.98,13900.0,0.0,0.0,13900.0,14442.46,54.51,0.0,14442.46,2.37,0.0,22.37,-35615.95,28396.969999999998,8818.98,1600.0,20250228,,food (Credit -$20.00)
121,20250227,1600.0,905.0,7933.98,0.0,7933.98,13900.0,0.0,0.0,13900.0,14442.46,56.88,0.0,14442.46,2.37,0.0,22.37,-35638.32,28399.34,8838.98,1600.0,20250228,,food (Credit -$20.00)
122,20250228,3200.0,925.0,7933.98,0.0,7933.98,13900.0,0.0,0.0,13900.0,14442.46,59.25,0.0,14442.46,2.37,1577.63,0.0,-34060.69,28401.71,8858.98,3200.0,20250314,INCOME (Checking +$1600.00),EMT income (Checking +$1600.00); food (Credit -$20.00)
123,20250301,2700.0,1045.0,7933.98,0.0,7933.98,13400.0,0.0,0.0,13900.0,14442.46,61.62,0.0,14442.46,2.37,0.0,122.37,-34183.06,27904.079999999998,8978.98,2700.0,20250314,LOAN MIN PAYMENT (Dad: Principal Balance -$500.00); LOAN MIN PAYMENT (Checking -$500.00),storage unit rent (Credit -$100.00); food (Credit -$20.00)
124,20250302,2700.0,1155.0,7933.98,0.0,7933.98,13400.0,0.0,0.0,13400.0,14442.46,63.99,0.0,14442.46,2.37,0.0,112.37,-34295.43,27906.45,9088.98,2700.0,20250314,,parking (Credit -$50.00); ai daddy (Credit -$20.00); food (Credit -$20.00); hulu (Credit -$20.00)
125,20250303,2476.81,1175.0,7933.98,0.0,7933.98,13400.0,0.0,0.0,13400.0,14285.63,0.0,0.0,14442.46,2.37,0.0,22.37,-34317.8,27685.629999999997,9108.98,2476.81,20250314,LOAN MIN PAYMENT (Student Loans: Interest -$66.36); LOAN MIN PAYMENT (Student Loans: Principal Balance -$156.83); LOAN MIN PAYMENT (Checking -$223.19),food (Credit -$20.00)
126,20250304,2476.81,1195.0,7933.98,0.0,7933.98,13400.0,0.0,0.0,13400.0,14285.63,2.35,0.0,14285.63,2.35,0.0,22.35,-34340.149999999994,27687.979999999996,9128.98,2476.81,20250314,,food (Credit -$20.00)
127,20250305,0.0,1215.0,5457.17,2476.81,7933.98,13400.0,0.0,0.0,13400.0,14285.63,4.7,0.0,14285.63,2.35,0.0,22.35,-34362.5,27690.329999999998,6672.17,0.0,20250314,ADDTL CC PAYMENT (Checking -$2476.81); ADDTL CC PAYMENT (Credit: Prev Stmt Bal -$2476.81),food (Credit -$20.00)
128,20250306,0.0,1235.0,5457.17,2476.81,7933.98,13400.0,0.0,0.0,13400.0,14285.63,7.05,0.0,14285.63,2.35,0.0,22.35,-34384.85,27692.679999999997,6692.17,0.0,20250314,,food (Credit -$20.00)
129,20250307,0.0,0,6903.84,0,7933.98,13400.0,0.0,0.0,13400.0,14285.63,9.4,0.0,14285.63,194.01999999999998,0.0,214.01999999999998,-34598.869999999995,27695.03,6903.84,0.0,20250314,CC INTEREST (Credit: Prev Stmt Bal +$191.67); CC MIN PAYMENT ALREADY MADE (Checking -$0.00); CC MIN PAYMENT ALREADY MADE (Credit: Prev Stmt Bal -$0.00),food (Credit -$20.00)
130,20250308,0.0,20.0,6903.84,0.0,6903.84,13400.0,0.0,0.0,13400.0,14285.63,11.75,0.0,14285.63,2.35,0.0,22.35,-34621.22,27697.379999999997,6923.84,0.0,20250314,,food (Credit -$20.00)
131,20250309,0.0,40.0,6903.84,0.0,6903.84,13400.0,0.0,0.0,13400.0,14285.63,14.1,0.0,14285.63,2.35,0.0,22.35,-34643.56999999999,27699.729999999996,6943.84,0.0,20250314,,food (Credit -$20.00)
132,20250310,0.0,60.0,6903.84,0.0,6903.84,13400.0,0.0,0.0,13400.0,14285.63,16.45,0.0,14285.63,2.35,0.0,22.35,-34665.92,27702.079999999998,6963.84,0.0,20250314,,food (Credit -$20.00)
133,20250311,0.0,160.0,6903.84,0.0,6903.84,13400.0,0.0,0.0,13400.0,14285.63,18.8,0.0,14285.63,2.35,0.0,102.35,-34768.27,27704.429999999997,7063.84,0.0,20250314,,gas (Credit -$80.00); food (Credit -$20.00)
134,20250312,0.0,180.0,6903.84,0.0,6903.84,13400.0,0.0,0.0,13400.0,14285.63,21.15,0.0,14285.63,2.35,0.0,22.35,-34790.619999999995,27706.78,7083.84,0.0,20250314,,food (Credit -$20.00)
135,20250313,0.0,200.0,6903.84,0.0,6903.84,13400.0,0.0,0.0,13400.0,14285.63,23.5,0.0,14285.63,2.35,0.0,22.35,-34812.97,27709.129999999997,7103.84,0.0,20250314,,food (Credit -$20.00)
136,20250314,1600.0,220.0,6903.84,0.0,6903.84,13400.0,0.0,0.0,13400.0,14285.63,25.85,0.0,14285.63,2.35,1577.65,0.0,-33235.31999999999,27711.479999999996,7123.84,1600.0,20250328,INCOME (Checking +$1600.00),EMT income (Checking +$1600.00); food (Credit -$20.00)
137,20250315,1600.0,240.0,6903.84,0.0,6903.84,13400.0,0.0,0.0,13400.0,14285.63,28.2,0.0,14285.63,2.35,0.0,22.35,-33257.67,27713.829999999998,7143.84,1600.0,20250328,,food (Credit -$20.00)
138,20250316,1600.0,260.0,6903.84,0.0,6903.84,13400.0,0.0,0.0,13400.0,14285.63,30.55,0.0,14285.63,2.35,0.0,22.35,-33280.02,27716.179999999997,7163.84,1600.0,20250328,,food (Credit -$20.00)
139,20250317,1600.0,280.0,6903.84,0.0,6903.84,13400.0,0.0,0.0,13400.0,14285.63,32.9,0.0,14285.63,2.35,0.0,22.35,-33302.369999999995,27718.53,7183.84,1600.0,20250328,,food (Credit -$20.00)
140,20250318,1600.0,550.0,6903.84,0.0,6903.84,13400.0,0.0,0.0,13400.0,14285.63,35.25,0.0,14285.63,2.35,0.0,272.35,-33574.72,27720.879999999997,7453.84,1600.0,20250328,,phone (Credit -$250.00); food (Credit -$20.00)
141,20250319,1600.0,570.0,6903.84,0.0,6903.84,13400.0,0.0,0.0,13400.0,14285.63,37.6,0.0,14285.63,2.35,0.0,22.35,-33597.06999999999,27723.229999999996,7473.84,1600.0,20250328,,food (Credit -$20.00)
142,20250320,1600.0,685.0,6903.84,0.0,6903.84,13400.0,0.0,0.0,13400.0,14285.63,39.95,0.0,14285.63,2.35,0.0,117.35,-33714.42,27725.579999999998,7588.84,1600.0,20250328,,car insurance (Credit -$95.00); food (Credit -$20.00)
143,20250321,1600.0,705.0,6903.84,0.0,6903.84,13400.0,0.0,0.0,13400.0,14285.63,42.3,0.0,14285.63,2.35,0.0,22.35,-33736.77,27727.929999999997,7608.84,1600.0,20250328,,food (Credit -$20.00)
144,20250322,1600.0,725.0,6903.84,0.0,6903.84,13400.0,0.0,0.0,13400.0,14285.63,44.65,0.0,14285.63,2.35,0.0,22.35,-33759.119999999995,27730.28,7628.84,1600.0,20250328,,food (Credit -$20.00)
145,20250323,1600.0,745.0,6903.84,0.0,6903.84,13400.0,0.0,0.0,13400.0,14285.63,47.0,0.0,14285.63,2.35,0.0,22.35,-33781.47,27732.629999999997,7648.84,1600.0,20250328,,food (Credit -$20.00)
146,20250324,1600.0,765.0,6903.84,0.0,6903.84,13400.0,0.0,0.0,13400.0,14285.63,49.35,0.0,14285.63,2.35,0.0,22.35,-33803.81999999999,27734.979999999996,7668.84,1600.0,20250328,,food (Credit -$20.00)
147,20250325,1600.0,865.0,6903.84,0.0,6903.84,13400.0,0.0,0.0,13400.0,14285.63,51.7,0.0,14285.63,2.35,0.0,102.35,-33906.17,27737.329999999998,7768.84,1600.0,20250328,,gas (Credit -$80.00); food (Credit -$20.00)
148,20250326,1600.0,885.0,6903.84,0.0,6903.84,13400.0,0.0,0.0,13400.0,14285.63,54.05,0.0,14285.63,2.35,0.0,22.35,-33928.52,27739.679999999997,7788.84,1600.0,20250328,,food (Credit -$20.00)
149,20250327,1600.0,905.0,6903.84,0.0,6903.84,13400.0,0.0,0.0,13400.0,14285.63,56.4,0.0,14285.63,2.35,0.0,22.35,-33950.869999999995,27742.03,7808.84,1600.0,20250328,,food (Credit -$20.00)
150,20250328,3200.0,925.0,6903.84,0.0,6903.84,13400.0,0.0,0.0,13400.0,14285.63,58.75,0.0,14285.63,2.35,1577.65,0.0,-32373.219999999998,27744.379999999997,7828.84,3200.0,20250411,INCOME (Checking +$1600.00),EMT income (Checking +$1600.00); food (Credit -$20.00)
151,20250329,3200.0,945.0,6903.84,0.0,6903.84,13400.0,0.0,0.0,13400.0,14285.63,61.1,0.0,14285.63,2.35,0.0,22.35,-32395.569999999996,27746.729999999996,7848.84,3200.0,20250411,,food (Credit -$20.00)
152,20250330,3200.0,965.0,6903.84,0.0,6903.84,13400.0,0.0,0.0,13400.0,14285.63,63.45,0.0,14285.63,2.35,0.0,22.35,-32417.92,27749.079999999998,7868.84,3200.0,20250411,,food (Credit -$20.00)
153,20250331,3200.0,985.0,6903.84,0.0,6903.84,13400.0,0.0,0.0,13400.0,14285.63,65.8,0.0,14285.63,2.35,0.0,22.35,-32440.269999999997,27751.429999999997,7888.84,3200.0,20250411,,food (Credit -$20.00)
154,20250401,2700.0,1105.0,6903.84,0.0,6903.84,12900.0,0.0,0.0,13400.0,14285.63,68.15,0.0,14285.63,2.35,0.0,122.35,-32562.62,27253.78,8008.84,2700.0,20250411,LOAN MIN PAYMENT (Dad: Principal Balance -$500.00); LOAN MIN PAYMENT (Checking -$500.00),storage unit rent (Credit -$100.00); food (Credit -$20.00)
155,20250402,2700.0,1215.0,6903.84,0.0,6903.84,12900.0,0.0,0.0,12900.0,14285.63,70.5,0.0,14285.63,2.35,0.0,112.35,-32674.969999999998,27256.129999999997,8118.84,2700.0,20250411,,parking (Credit -$50.00); ai daddy (Credit -$20.00); food (Credit -$20.00); hulu (Credit -$20.00)
156,20250403,2476.81,1235.0,6903.84,0.0,6903.84,12900.0,0.0,0.0,12900.0,14135.29,0.0,0.0,14285.63,2.35,0.0,22.35,-32697.320000000003,27035.29,8138.84,2476.81,20250411,LOAN MIN PAYMENT (Student Loans: Interest -$72.85); LOAN MIN PAYMENT (Student Loans: Principal Balance -$150.34); LOAN MIN PAYMENT (Checking -$223.19),food (Credit -$20.00)
157,20250404,2476.81,1255.0,6903.84,0.0,6903.84,12900.0,0.0,0.0,12900.0,14135.29,2.32,0.0,14135.29,2.32,0.0,22.32,-32719.640000000003,27037.61,8158.84,2476.81,20250411,,food (Credit -$20.00)
158,20250405,0.0,1275.0,4427.030000000001,2476.81,6903.84,12900.0,0.0,0.0,12900.0,14135.29,4.64,0.0,14135.29,2.32,0.0,22.32,-32741.96,27039.93,5702.030000000001,0.0,20250411,ADDTL CC PAYMENT (Checking -$2476.81); ADDTL CC PAYMENT (Credit: Prev Stmt Bal -$2476.81),food (Credit -$20.00)
159,20250406,-0.0,1295.0,4427.03,2476.81,6903.84,12900.0,0.0,0.0,12900.0,14135.29,6.96,0.0,14135.29,2.32,0.0,22.32,-32764.28,27042.25,5722.03,-0.0,20250411,,food (Credit -$20.00)
160,20250407,-0.0,0,5908.82,0,6903.84,12900.0,0.0,0.0,12900.0,14135.29,9.28,0.0,14135.29,169.10999999999999,0.0,189.10999999999999,-32953.39,27044.57,5908.82,-0.0,20250411,CC INTEREST (Credit: Prev Stmt Bal +$166.79); CC MIN PAYMENT ALREADY MADE (Checking -$0.00); CC MIN PAYMENT ALREADY MADE (Credit: Prev Stmt Bal -$0.00),food (Credit -$20.00)
161,20250408,-0.0,100.0,5908.82,0.0,5908.82,12900.0,0.0,0.0,12900.0,14135.29,11.6,0.0,14135.29,2.32,0.0,102.32,-33055.71,27046.89,6008.82,-0.0,20250411,,gas (Credit -$80.00); food (Credit -$20.00)
162,20250409,-0.0,120.0,5908.82,0.0,5908.82,12900.0,0.0,0.0,12900.0,14135.29,13.92,0.0,14135.29,2.32,0.0,22.32,-33078.03,27049.21,6028.82,-0.0,20250411,,food (Credit -$20.00)
163,20250410,-0.0,140.0,5908.82,0.0,5908.82,12900.0,0.0,0.0,12900.0,14135.29,16.24,0.0,14135.29,2.32,0.0,22.32,-33100.350000000006,27051.530000000002,6048.82,-0.0,20250411,,food (Credit -$20.00)
164,20250411,1600.0,160.0,5908.82,0.0,5908.82,12900.0,0.0,0.0,12900.0,14135.29,18.56,0.0,14135.29,2.32,1577.68,0.0,-31522.670000000002,27053.850000000002,6068.82,1600.0,20250425,INCOME (Checking +$1600.00),EMT income (Checking +$1600.00); food (Credit -$20.00)
165,20250412,1600.0,180.0,5908.82,0.0,5908.82,12900.0,0.0,0.0,12900.0,14135.29,20.88,0.0,14135.29,2.32,0.0,22.32,-31544.99,27056.170000000002,6088.82,1600.0,20250425,,food (Credit -$20.00)
166,20250413,1600.0,200.0,5908.82,0.0,5908.82,12900.0,0.0,0.0,12900.0,14135.29,23.2,0.0,14135.29,2.32,0.0,22.32,-31567.31,27058.49,6108.82,1600.0,20250425,,food (Credit -$20.00)
167,20250414,1600.0,220.0,5908.82,0.0,5908.82,12900.0,0.0,0.0,12900.0,14135.29,25.52,0.0,14135.29,2.32,0.0,22.32,-31589.63,27060.81,6128.82,1600.0,20250425,,food (Credit -$20.00)
168,20250415,1600.0,240.0,5908.82,0.0,5908.82,12900.0,0.0,0.0,12900.0,14135.29,27.84,0.0,14135.29,2.32,0.0,22.32,-31611.95,27063.13,6148.82,1600.0,20250425,,food (Credit -$20.00)
169,20250416,1600.0,260.0,5908.82,0.0,5908.82,12900.0,0.0,0.0,12900.0,14135.29,30.16,0.0,14135.29,2.32,0.0,22.32,-31634.27,27065.45,6168.82,1600.0,20250425,,food (Credit -$20.00)
170,20250417,1600.0,280.0,5908.82,0.0,5908.82,12900.0,0.0,0.0,12900.0,14135.29,32.48,0.0,14135.29,2.32,0.0,22.32,-31656.59,27067.77,6188.82,1600.0,20250425,,food (Credit -$20.00)
171,20250418,1600.0,550.0,5908.82,0.0,5908.82,12900.0,0.0,0.0,12900.0,14135.29,34.8,0.0,14135.29,2.32,0.0,272.32,-31928.91,27070.09,6458.82,1600.0,20250425,,phone (Credit -$250.00); food (Credit -$20.00)
172,20250419,1600.0,570.0,5908.82,0.0,5908.82,12900.0,0.0,0.0,12900.0,14135.29,37.12,0.0,14135.29,2.32,0.0,22.32,-31951.23,27072.41,6478.82,1600.0,20250425,,food (Credit -$20.00)
173,20250420,1600.0,685.0,5908.82,0.0,5908.82,12900.0,0.0,0.0,12900.0,14135.29,39.44,0.0,14135.29,2.32,0.0,117.32,-32068.55,27074.73,6593.82,1600.0,20250425,,car insurance (Credit -$95.00); food (Credit -$20.00)
174,20250421,1600.0,705.0,5908.82,0.0,5908.82,12900.0,0.0,0.0,12900.0,14135.29,41.76,0.0,14135.29,2.32,0.0,22.32,-32090.87,27077.05,6613.82,1600.0,20250425,,food (Credit -$20.00)
175,20250422,1600.0,805.0,5908.82,0.0,5908.82,12900.0,0.0,0.0,12900.0,14135.29,44.08,0.0,14135.29,2.32,0.0,102.32,-32193.190000000002,27079.370000000003,6713.82,1600.0,20250425,,gas (Credit -$80.00); food (Credit -$20.00)
176,20250423,1600.0,825.0,5908.82,0.0,5908.82,12900.0,0.0,0.0,12900.0,14135.29,46.4,0.0,14135.29,2.32,0.0,22.32,-32215.510000000002,27081.690000000002,6733.82,1600.0,20250425,,food (Credit -$20.00)
177,20250424,1600.0,845.0,5908.82,0.0,5908.82,12900.0,0.0,0.0,12900.0,14135.29,48.72,0.0,14135.29,2.32,0.0,22.32,-32237.83,27084.010000000002,6753.82,1600.0,20250425,,food (Credit -$20.00)
178,20250425,3200.0,865.0,5908.82,0.0,5908.82,12900.0,0.0,0.0,12900.0,14135.29,51.04,0.0,14135.29,2.32,1577.68,0.0,-30660.15,27086.33,6773.82,3200.0,20250509,INCOME (Checking +$1600.00),EMT income (Checking +$1600.00); food (Credit -$20.00)
179,20250426,3200.0,885.0,5908.82,0.0,5908.82,12900.0,0.0,0.0,12900.0,14135.29,53.36,0.0,14135.29,2.32,0.0,22.32,-30682.47,27088.65,6793.82,3200.0,20250509,,food (Credit -$20.00)
180,20250427,3200.0,905.0,5908.82,0.0,5908.82,12900.0,0.0,0.0,12900.0,14135.29,55.68,0.0,14135.29,2.32,0.0,22.32,-30704.79,27090.97,6813.82,3200.0,20250509,,food (Credit -$20.00)
181,20250428,3200.0,925.0,5908.82,0.0,5908.82,12900.0,0.0,0.0,12900.0,14135.29,58.0,0.0,14135.29,2.32,0.0,22.32,-30727.11,27093.29,6833.82,3200.0,20250509,,food (Credit -$20.00)
182,20250429,3200.0,945.0,5908.82,0.0,5908.82,12900.0,0.0,0.0,12900.0,14135.29,60.32,0.0,14135.29,2.32,0.0,22.32,-30749.43,27095.61,6853.82,3200.0,20250509,,food (Credit -$20.00)
183,20250430,3200.0,965.0,5908.82,0.0,5908.82,12900.0,0.0,0.0,12900.0,14135.29,62.64,0.0,14135.29,2.32,0.0,22.32,-30771.75,27097.93,6873.82,3200.0,20250509,,food (Credit -$20.00)
184,20250501,2700.0,1085.0,5908.82,0.0,5908.82,12400.0,0.0,0.0,12900.0,14135.29,64.96,0.0,14135.29,2.32,0.0,122.32,-30894.07,26600.25,6993.82,2700.0,20250509,LOAN MIN PAYMENT (Dad: Principal Balance -$500.00); LOAN MIN PAYMENT (Checking -$500.00),storage unit rent (Credit -$100.00); food (Credit -$20.00)
185,20250502,2700.0,1195.0,5908.82,0.0,5908.82,12400.0,0.0,0.0,12400.0,14135.29,67.28,0.0,14135.29,2.32,0.0,112.32,-31006.39,26602.57,7103.82,2700.0,20250509,,parking (Credit -$50.00); ai daddy (Credit -$20.00); food (Credit -$20.00); hulu (Credit -$20.00)
186,20250503,2476.81,1215.0,5908.82,0.0,5908.82,12400.0,0.0,0.0,12400.0,13981.7,0.0,0.0,14135.29,2.32,0.0,22.32,-31028.71,26381.7,7123.82,2476.81,20250509,LOAN MIN PAYMENT (Student Loans: Interest -$69.60); LOAN MIN PAYMENT (Student Loans: Principal Balance -$153.59); LOAN MIN PAYMENT (Checking -$223.19),food (Credit -$20.00)
187,20250504,2476.81,1235.0,5908.82,0.0,5908.82,12400.0,0.0,0.0,12400.0,13981.7,2.3,0.0,13981.7,2.3,0.0,22.3,-31051.01,26384.0,7143.82,2476.81,20250509,,food (Credit -$20.00)
188,20250505,0.0,1255.0,3432.0099999999998,2476.81,5908.82,12400.0,0.0,0.0,12400.0,13981.7,4.6,0.0,13981.7,2.3,0.0,22.3,-31073.309999999998,26386.3,4687.01,0.0,20250509,ADDTL CC PAYMENT (Checking -$2476.81); ADDTL CC PAYMENT (Credit: Prev Stmt Bal -$2476.81),food (Credit -$20.00)
189,20250506,0.0,1355.0,3432.01,2476.81,5908.82,12400.0,0.0,0.0,12400.0,13981.7,6.9,0.0,13981.7,2.3,0.0,102.3,-31175.61,26388.600000000002,4787.01,0.0,20250509,,gas (Credit -$80.00); food (Credit -$20.00)
190,20250507,0.0,0,4949.76,0,5908.82,12400.0,0.0,0.0,12400.0,13981.7,9.2,0.0,13981.7,145.05,0.0,165.05,-31340.660000000003,26390.9,4949.76,0.0,20250509,CC INTEREST (Credit: Prev Stmt Bal +$142.75); CC MIN PAYMENT ALREADY MADE (Checking -$0.00); CC MIN PAYMENT ALREADY MADE (Credit: Prev Stmt Bal -$0.00),food (Credit -$20.00)
191,20250508,0.0,20.0,4949.76,0.0,4949.76,12400.0,0.0,0.0,12400.0,13981.7,11.5,0.0,13981.7,2.3,0.0,22.3,-31362.96,26393.2,4969.76,0.0,20250509,,food (Credit -$20.00)
192,20250509,1600.0,40.0,4949.76,0.0,4949.76,12400.0,0.0,0.0,12400.0,13981.7,13.8,0.0,13981.7,2.3,1577.7,0.0,-29785.260000000002,26395.5,4989.76,1600.0,20250523,INCOME (Checking +$1600.00),EMT income (Checking +$1600.00); food (Credit -$20.00)
193,20250510,1600.0,60.0,4949.76,0.0,4949.76,12400.0,0.0,0.0,12400.0,13981.7,16.1,0.0,13981.7,2.3,0.0,22.3,-29807.559999999998,26397.8,5009.76,1600.0,20250523,,food (Credit -$20.00)
194,20250511,1600.0,80.0,4949.76,0.0,4949.76,12400.0,0.0,0.0,12400.0,13981.7,18.4,0.0,13981.7,2.3,0.0,22.3,-29829.86,26400.100000000002,5029.76,1600.0,20250523,,food (Credit -$20.00)
195,20250512,1600.0,100.0,4949.76,0.0,4949.76,12400.0,0.0,0.0,12400.0,13981.7,20.7,0.0,13981.7,2.3,0.0,22.3,-29852.160000000003,26402.4,5049.76,1600.0,20250523,,food (Credit -$20.00)
196,20250513,1600.0,120.0,4949.76,0.0,4949.76,12400.0,0.0,0.0,12400.0,13981.7,23.0,0.0,13981.7,2.3,0.0,22.3,-29874.46,26404.7,5069.76,1600.0,20250523,,food (Credit -$20.00)
197,20250514,1600.0,140.0,4949.76,0.0,4949.76,12400.0,0.0,0.0,12400.0,13981.7,25.3,0.0,13981.7,2.3,0.0,22.3,-29896.760000000002,26407.0,5089.76,1600.0,20250523,,food (Credit -$20.00)
198,20250515,1600.0,160.0,4949.76,0.0,4949.76,12400.0,0.0,0.0,12400.0,13981.7,27.6,0.0,13981.7,2.3,0.0,22.3,-29919.059999999998,26409.3,5109.76,1600.0,20250523,,food (Credit -$20.00)
199,20250516,1600.0,180.0,4949.76,0.0,4949.76,12400.0,0.0,0.0,12400.0,13981.7,29.9,0.0,13981.7,2.3,0.0,22.3,-29941.36,26411.600000000002,5129.76,1600.0,20250523,,food (Credit -$20.00)
200,20250517,1600.0,200.0,4949.76,0.0,4949.76,12400.0,0.0,0.0,12400.0,13981.7,32.2,0.0,13981.7,2.3,0.0,22.3,-29963.660000000003,26413.9,5149.76,1600.0,20250523,,food (Credit -$20.00)
201,20250518,1600.0,470.0,4949.76,0.0,4949.76,12400.0,0.0,0.0,12400.0,13981.7,34.5,0.0,13981.7,2.3,0.0,272.3,-30235.96,26416.2,5419.76,1600.0,20250523,,phone (Credit -$250.00); food (Credit -$20.00)
202,20250519,1600.0,490.0,4949.76,0.0,4949.76,12400.0,0.0,0.0,12400.0,13981.7,36.8,0.0,13981.7,2.3,0.0,22.3,-30258.260000000002,26418.5,5439.76,1600.0,20250523,,food (Credit -$20.00)
203,20250520,1600.0,685.0,4949.76,0.0,4949.76,12400.0,0.0,0.0,12400.0,13981.7,39.1,0.0,13981.7,2.3,0.0,197.3,-30455.559999999998,26420.8,5634.76,1600.0,20250523,,car insurance (Credit -$95.00); gas (Credit -$80.00); food (Credit -$20.00)
